Transaction Date,Local Authority Establishment,Benificiary (Merchant),Amount,Unrecoverable VAT,Expenditure Purpose,Merchant Category
25/02/2020,DCC BLACKDOWN-CP0794199GBP,EIG Hostgator.com,94.59,0,Computer Equipment & Services,Computer network information services
26/02/2020,DCC BLACKDOWN-CP0794199GBP,WWW.HANNAINSTRUMENTS.C,43.26,0,Building Materials,Electrical parts & equipment
17/03/2020,DCC BOLHAM PRIMARY SCH 0474800,APPLE.COM/BILL,37.25,0,General Retail and Wholesale,Record shops
10/03/2020,DCC BRADLEY BARTO-CP0687801GBP,ASDA GROCERIES ONLINE,-7.28,0,General Retail and Wholesale,Grocery stores
10/03/2020,DCC BRADLEY BARTO-CP0687801GBP,ASDA GROCERIES ONLINE,107.4,0,General Retail and Wholesale,Grocery stores
12/03/2020,DCC BRADLEY BARTO-CP0687801GBP,AMZN MKTP UK TM0537LQ5 AM,9.98,0,Books and Periodicals,Book stores
12/03/2020,DCC BRADLEY BARTO-CP0687801GBP,AMZNMktplace,22.99,0,General Retail and Wholesale,Miscellaneous retail
14/03/2020,DCC BRADLEY BARTO-CP0687801GBP,AMZNMktplace,80.82,0,General Retail and Wholesale,Miscellaneous retail
14/03/2020,DCC BRADLEY BARTO-CP0687801GBP,AMZNMktplace,10.49,0,General Retail and Wholesale,Miscellaneous retail
27/02/2020,DCC BRANSCOMBE-CP0687800GBP,Amazon.co.uk 2X5HD9H35,112.07,0,Mail Order / Direct Selling,Direct sales companies
27/02/2020,DCC BRANSCOMBE-CP0687800GBP,EAST DEVON DISTRICT COUN,80,0,Statutory Bodies,Government services
13/03/2020,DCC BRANSCOMBE-CP0687800GBP,NSPCC,35,0,Training and Educational,Schools
24/02/2020,DCC CANADA HILL P-CP0685889GBP,TESCO STORE 2920,151.03,0,General Retail and Wholesale,Grocery stores
24/02/2020,DCC CANADA HILL P-CP0685889GBP,PAYPAL  PHONICSPLAY,120,0,Training and Educational,Primary & secondary school
25/02/2020,DCC CANADA HILL P-CP0685889GBP,AMZNMktplace,42.1,0,General Retail and Wholesale,Miscellaneous retail
25/02/2020,DCC CANADA HILL P-CP0685889GBP,TVLICENSING.CO.UK,154.5,0,Professional Services,Consultants & public relation services
26/02/2020,DCC CANADA HILL P-CP0685889GBP,AMZNMktplace,39.95,0,General Retail and Wholesale,Miscellaneous retail
28/02/2020,DCC CANADA HILL P-CP0685889GBP,WWW.POSTOFFICESHOP.CO.UK,142.99,0,"Office Stationery, Equipment and Supplies",Stationery & office supplies
28/02/2020,DCC CANADA HILL P-CP0685889GBP,WWW.POSTOFFICESHOP.CO.UK,0,0,"Office Stationery, Equipment and Supplies",Stationery & office supplies
28/02/2020,DCC CANADA HILL P-CP0685889GBP,WWW.POSTOFFICESHOP.CO.UK,0,0,"Office Stationery, Equipment and Supplies",Stationery & office supplies
28/02/2020,DCC CANADA HILL P-CP0685889GBP,WWW.POSTOFFICESHOP.CO.UK,0,0,"Office Stationery, Equipment and Supplies",Stationery & office supplies
29/02/2020,DCC CANADA HILL P-CP0685889GBP,TESCO SUBSCRIPTION,6.99,0,Mail Order / Direct Selling,Continuous subscriptions
02/03/2020,DCC CANADA HILL P-CP0685889GBP,TESCO STORE 2920,123.6,0,General Retail and Wholesale,Grocery stores
08/03/2020,DCC CANADA HILL P-CP0685889GBP,AMZNMKTPLACE AMAZON.CO.UK,63.99,0,General Retail and Wholesale,Miscellaneous retail
09/03/2020,DCC CANADA HILL P-CP0685889GBP,TESCO STORE 2920,148.13,0,General Retail and Wholesale,Grocery stores
09/03/2020,DCC CANADA HILL P-CP0685889GBP,AMAZON.CO.UK EA73L6LH5 AM,20.34,0,General Retail and Wholesale,Miscellaneous retail
09/03/2020,DCC CANADA HILL P-CP0685889GBP,AMZNMktplace,188.99,0,General Retail and Wholesale,Miscellaneous retail
10/03/2020,DCC CANADA HILL P-CP0685889GBP,ROWCROFT HOSPICE,317.08,0,Clubs/Associations/Organisations,Charitable organisations
17/03/2020,DCC CANADA HILL P-CP0685889GBP,TESCO STORE 2920,124.23,0,General Retail and Wholesale,Grocery stores
22/03/2020,DCC CANADA HILL P-CP0685889GBP,AMAZON.CO.UK QZ16Q6SM5 AM,35.76,0,General Retail and Wholesale,Miscellaneous retail
26/02/2020,DCC CLYST ST MARY-CP0685685GBP,COMIC RELIEF SHOP,79.5,0,Clubs/Associations/Organisations,Charitable organisations
04/03/2020,DCC CLYST ST MARY-CP0685685GBP,TESCO STORE 2487,68.55,0,General Retail and Wholesale,Grocery stores
09/03/2020,DCC CLYST ST MARY-CP0685685GBP,TESCO STORE 2487,47,0,General Retail and Wholesale,Grocery stores
21/02/2020,DCC COAVER CLUB-C0606311,JS ONLINE GROCERY,52,0,General Retail and Wholesale,Grocery stores
27/02/2020,DCC COAVER CLUB-C0606311,APPLE.COM/BILL,12.99,0,General Retail and Wholesale,Record shops
02/03/2020,DCC COAVER CLUB-C0606311,WWW.AOSONLINE.CO.UK,13.92,0,"Office Stationery, Equipment and Supplies",Stationery & office supplies
13/03/2020,DCC COAVER CLUB-C0606311,JS ONLINE GROCERY,41.95,0,General Retail and Wholesale,Grocery stores
27/02/2020,DCC COMM SERV'S DEVON-TIVERTON,AMZNMKTPLACE AMAZON.CO.UK,36.94,0,General Retail and Wholesale,Miscellaneous retail
08/03/2020,DCC COMM SERV'S DEVON-TIVERTON,AMZNMKTPLACE AMAZON.CO.UK,81.51,0,General Retail and Wholesale,Miscellaneous retail
15/03/2020,DCC COMM SERV'S DEVON-TIVERTON,AMZNMktplace,79.24,0,General Retail and Wholesale,Miscellaneous retail
02/03/2020,DCC CORNWOOD-CP0714932GBP,WORLD OF BOOKS,7.17,0,Books and Periodicals,Book stores
11/03/2020,DCC CORNWOOD-CP0714932GBP,SECURITYSAFETYPRODUCTS,118.44,0,Miscellaneous Industrial/Commercial Supplies,Hardware Equipment & Suppliers
13/03/2020,DCC CORNWOOD-CP0714932GBP,CARPETRUNNERSUK.CO.UK,69,0,General Retail and Wholesale,Floor covering stores
03/02/2020,DCC COURT OF PROTECT-C 0509893,GEN REGISTER OFFICE,-7.5,0,Statutory Bodies,Government services
03/02/2020,DCC COURT OF PROTECT-C 0509893,GEN REGISTER OFFICE,-7.5,0,Statutory Bodies,Government services
21/02/2020,DCC COURT OF PROTECT-C 0509893,AO RETAIL LIMITED,64,0,General Retail and Wholesale,Household appliance stores
21/02/2020,DCC COURT OF PROTECT-C 0509893,AO RETAIL LIMITED,224,0,General Retail and Wholesale,Household appliance stores
21/02/2020,DCC COURT OF PROTECT-C 0509893,REGATTA,33.9,0,General Retail and Wholesale,Family clothing shops
24/02/2020,DCC COURT OF PROTECT-C 0509893,CLOSE PREMIUM FINANCE,9.28,0,Financial Services,"Insurance sales, underwritering, premiums"
25/02/2020,DCC COURT OF PROTECT-C 0509893,DUNELM,337.95,0,General Retail and Wholesale,Furniture & home furnishing
26/02/2020,DCC COURT OF PROTECT-C 0509893,WWW.DAMART.INTERNETPAYME,161.5,0,General Retail and Wholesale,Men & womens clothing shops
27/02/2020,DCC COURT OF PROTECT-C 0509893,BOOTS 0395,55,0,Medical Supplies and Services,Chemists & pharmacies
28/02/2020,DCC COURT OF PROTECT-C 0509893,ARGOS LTD,958.93,0,General Retail and Wholesale,Discount stores
28/02/2020,DCC COURT OF PROTECT-C 0509893,FOOT SHOP LTD,44.99,0,General Retail and Wholesale,Shoe shops
28/02/2020,DCC COURT OF PROTECT-C 0509893,ARGOS LTD,482.94,0,General Retail and Wholesale,Discount stores
28/02/2020,DCC COURT OF PROTECT-C 0509893,ARGOS LTD,336.95,0,General Retail and Wholesale,Discount stores
28/02/2020,DCC COURT OF PROTECT-C 0509893,B&Q DIRECT,44,0,General Retail and Wholesale,Home supply warehouse stores
28/02/2020,DCC COURT OF PROTECT-C 0509893,CURRYS ONLINE,233.99,0,General Retail and Wholesale,Electronics shops
28/02/2020,DCC COURT OF PROTECT-C 0509893,PAYPAL  ALLAN  WEBB EB,1.7,0,General Retail and Wholesale,Miscellaneous retail
29/02/2020,DCC COURT OF PROTECT-C 0509893,AMZNMKTPLACE AMAZON.CO.UK,22.48,0,General Retail and Wholesale,Miscellaneous retail
02/03/2020,DCC COURT OF PROTECT-C 0509893,TALKTALK TELECOM,44,0,Computer Equipment & Services,Computer network information services
02/03/2020,DCC COURT OF PROTECT-C 0509893,CURRYS ONLINE,119.99,0,General Retail and Wholesale,Electronics shops
02/03/2020,DCC COURT OF PROTECT-C 0509893,FOOT SHOP LTD,46.99,0,General Retail and Wholesale,Shoe shops
04/03/2020,DCC COURT OF PROTECT-C 0509893,WWW.JOHNLEWIS.COM,588.9,0,General Retail and Wholesale,Department stores
04/03/2020,DCC COURT OF PROTECT-C 0509893,EDF ENERGY-ECOM,150,0,Utilities and Non Automotive Fuel,Utilities
08/03/2020,DCC COURT OF PROTECT-C 0509893,AMZNMKTPLACE AMAZON.CO.UK,89.95,0,General Retail and Wholesale,Miscellaneous retail
08/03/2020,DCC COURT OF PROTECT-C 0509893,AMZNMktplace,142.39,0,General Retail and Wholesale,Miscellaneous retail
09/03/2020,DCC COURT OF PROTECT-C 0509893,AMZNMKTPLACE AMAZON.CO.UK,319,0,General Retail and Wholesale,Miscellaneous retail
09/03/2020,DCC COURT OF PROTECT-C 0509893,CURRYS ONLINE,274.99,0,General Retail and Wholesale,Electronics shops
09/03/2020,DCC COURT OF PROTECT-C 0509893,CEA CARD,6,0,Leisure Activities,Cinemas
09/03/2020,DCC COURT OF PROTECT-C 0509893,ARSENAL FC,12.75,0,Leisure Activities,"Member clubs, sport, recreation & golf"
09/03/2020,DCC COURT OF PROTECT-C 0509893,thetrainline.com,169.5,0,Travel - Air/Rail/Road,Passenger railways
10/03/2020,DCC COURT OF PROTECT-C 0509893,ARGOS LTD,128.92,0,General Retail and Wholesale,Discount stores
10/03/2020,DCC COURT OF PROTECT-C 0509893,AO RETAIL LIMITED,228,0,General Retail and Wholesale,Household appliance stores
10/03/2020,DCC COURT OF PROTECT-C 0509893,BT DEPOSIT PAY 1,75,0,Telecommunication Services,Phone equipment & sales
11/03/2020,DCC COURT OF PROTECT-C 0509893,ARGOS LTD,479,0,General Retail and Wholesale,Discount stores
11/03/2020,DCC COURT OF PROTECT-C 0509893,ARGOS LTD,142.95,0,General Retail and Wholesale,Discount stores
11/03/2020,DCC COURT OF PROTECT-C 0509893,VISION EXPRESS,55,0,Medical Supplies and Services,Opticians
11/03/2020,DCC COURT OF PROTECT-C 0509893,SKY DIGITAL INTERN,10,0,Telecommunication Services,Cable & pay TV services
12/03/2020,DCC COURT OF PROTECT-C 0509893,ASDA GEORGE COM LEEDS,20.95,0,General Retail and Wholesale,Grocery stores
12/03/2020,DCC COURT OF PROTECT-C 0509893,SPORTSDIRECT.COM,20.97,0,General Retail and Wholesale,Sporting goods shops
13/03/2020,DCC COURT OF PROTECT-C 0509893,VIRGIN MEDIA PYMTS,108.34,0,Telecommunication Services,Phone services
16/03/2020,DCC COURT OF PROTECT-C 0509893,WWW.LEDLEISURE.CO.UK,25.39,0,Leisure Activities,"Member clubs, sport, recreation & golf"
16/03/2020,DCC COURT OF PROTECT-C 0509893,IVYBRIDGE LEISURE CENT,46.17,0,Leisure Activities,"Member clubs, sport, recreation & golf"
16/03/2020,DCC COURT OF PROTECT-C 0509893,C.A.R.S. BASINGSTOKE},106.32,0,Professional Services,Misc. personal services
17/03/2020,DCC COURT OF PROTECT-C 0509893,ARGOS LTD,23.94,0,General Retail and Wholesale,Discount stores
17/03/2020,DCC COURT OF PROTECT-C 0509893,Etsy.com - doodlelove,15.25,0,General Retail and Wholesale,Misc. clothing & accessory shops
17/03/2020,DCC COURT OF PROTECT-C 0509893,WWW.DAMART.INTERNETPAYME,-71.4,0,General Retail and Wholesale,Men & womens clothing shops
17/03/2020,DCC COURT OF PROTECT-C 0509893,ARSENAL FC,-12.75,0,Leisure Activities,"Member clubs, sport, recreation & golf"
17/03/2020,DCC COURT OF PROTECT-C 0509893,C.A.R.S. BASINGSTOKE},-106.32,0,Professional Services,Misc. personal services
18/03/2020,DCC COURT OF PROTECT-C 0509893,ARGOS LTD,25.94,0,General Retail and Wholesale,Discount stores
18/03/2020,DCC COURT OF PROTECT-C 0509893,BT BILL PAYMENT 2,68.62,0,Telecommunication Services,Phone equipment & sales
18/03/2020,DCC COURT OF PROTECT-C 0509893,VODAFONE LTD,14.5,0,Telecommunication Services,Phone services
18/03/2020,DCC COURT OF PROTECT-C 0509893,SKY DIGITAL INTERN,5,0,Telecommunication Services,Cable & pay TV services
19/03/2020,DCC COURT OF PROTECT-C 0509893,AMAZON.CO.UK X908M5925 AM,9.55,0,General Retail and Wholesale,Miscellaneous retail
19/03/2020,DCC COURT OF PROTECT-C 0509893,SKY SUBSCRIPTION,20,0,Telecommunication Services,Cable & pay TV services
20/03/2020,DCC COURT OF PROTECT-C 0509893,PAYPAL  GOSMOKEFREE,61.36,0,Building Materials,Electrical parts & equipment
20/03/2020,DCC COURT OF PROTECT-C 0509893,DUNELM,286,0,General Retail and Wholesale,Furniture & home furnishing
20/03/2020,DCC COURT OF PROTECT-C 0509893,M and M Direct Ltd,27.45,0,General Retail and Wholesale,Sporting goods shops
20/03/2020,DCC COURT OF PROTECT-C 0509893,"WWW,SOCKSHOP.CO.UK",20.47,0,General Retail and Wholesale,Misc. home furnishing
21/03/2020,DCC COURT OF PROTECT-C 0509893,Amazon.co.uk 569AI0X95,119.99,0,Mail Order / Direct Selling,Direct sales companies
24/02/2020,DCC DARTINGTON PR-CP0685971GBP,WM MORRISONS STORE PICK,80.49,0,General Retail and Wholesale,Grocery stores
26/02/2020,DCC DARTINGTON PR-CP0685971GBP,AMZNMKTPLACE AMAZON.CO.UK,35.89,0,General Retail and Wholesale,Miscellaneous retail
28/02/2020,DCC DARTINGTON PR-CP0685971GBP,Amazon Prime BP7OO4IA5,7.99,0,Mail Order / Direct Selling,Continuous subscriptions
01/03/2020,DCC DARTINGTON PR-CP0685971GBP,AMZNMKTPLACE AMAZON.CO.UK,132.03,0,General Retail and Wholesale,Miscellaneous retail
02/03/2020,DCC DARTINGTON PR-CP0685971GBP,WM MORRISONS STORE PICK,87.28,0,General Retail and Wholesale,Grocery stores
03/03/2020,DCC DARTINGTON PR-CP0685971GBP,AMZNMktplace,2.99,0,General Retail and Wholesale,Miscellaneous retail
03/03/2020,DCC DARTINGTON PR-CP0685971GBP,WM MORRISONS STORE,9.75,0,General Retail and Wholesale,Grocery stores
05/03/2020,DCC DARTINGTON PR-CP0685971GBP,AMAZON.CO.UK 3Y5A24465 AM,27.45,0,General Retail and Wholesale,Miscellaneous retail
09/03/2020,DCC DARTINGTON PR-CP0685971GBP,WM MORRISONS STORE PICK,74.55,0,General Retail and Wholesale,Grocery stores
16/03/2020,DCC DARTINGTON PR-CP0685971GBP,WM MORRISONS STORE PICK,51.5,0,General Retail and Wholesale,Grocery stores
19/03/2020,DCC DARTINGTON PR-CP0685971GBP,SCHOLASTIC LTD,313.67,0,Books and Periodicals,Book stores
25/02/2020,DCC DEVON HOSP SS-CP0691283GBP,AMZ Amazon.co.uk,-3.69,0,General Retail and Wholesale,Miscellaneous retail
25/02/2020,DCC DEVON HOSP SS-CP0691283GBP,AMZNMKTPLACE AMAZON.CO.UK,-14.5,0,General Retail and Wholesale,Miscellaneous retail
25/02/2020,DCC DEVON HOSP SS-CP0691283GBP,AMZNMKTPLACE AMAZON.CO.UK,-78.1,0,General Retail and Wholesale,Miscellaneous retail
21/02/2020,DCC EAST DEVON LEARN DISB SERV,TESCO-STORES 6457,70.16,0,General Retail and Wholesale,Grocery stores
27/02/2020,DCC EAST DEVON LEARN DISB SERV,B & Q 1049,7,0,General Retail and Wholesale,Home supply warehouse stores
28/02/2020,DCC EAST DEVON LEARN DISB SERV,TESCO-STORES 6457,64.59,0,General Retail and Wholesale,Grocery stores
02/03/2020,DCC EAST DEVON LEARN DISB SERV,DUNELM LTD,86,0,General Retail and Wholesale,Drapery & upholstery shops
02/03/2020,DCC EAST DEVON LEARN DISB SERV,DUNELM LTD,45,0,General Retail and Wholesale,Drapery & upholstery shops
02/03/2020,DCC EAST DEVON LEARN DISB SERV,BOOTS 5955,52.42,0,Medical Supplies and Services,Chemists & pharmacies
06/03/2020,DCC EAST DEVON LEARN DISB SERV,TESCO-STORES 6457,73.73,0,General Retail and Wholesale,Grocery stores
13/03/2020,DCC EAST DEVON LEARN DISB SERV,TESCO-STORES 6457,55.78,0,General Retail and Wholesale,Grocery stores
19/03/2020,DCC EAST DEVON LEARN DISB SERV,NETFLIX.COM,8.99,0,Telecommunication Services,Cable & pay TV services
20/03/2020,DCC EAST DEVON LEARN DISB SERV,TESCO STORE 2679,10.74,0,General Retail and Wholesale,Grocery stores
20/03/2020,DCC EAST DEVON LEARN DISB SERV,TESCO-STORES 6457,79.7,0,General Retail and Wholesale,Grocery stores
20/03/2020,DCC EAST DEVON LEARN DISB SERV,TESCO-STORES 6457,-1,0,General Retail and Wholesale,Grocery stores
21/03/2020,DCC EAST DEVON LEARN DISB SERV,TESCO SUBSCRIPTION,6.99,0,Mail Order / Direct Selling,Continuous subscriptions
21/02/2020,DCC EASTERN PHN B-CP0769115GBP,INKREDIBLE,71.4,0,General Retail and Wholesale,Electronics shops
14/03/2020,DCC EASTERN PHN B-CP0769115GBP,AMZNMktplace,53.74,0,General Retail and Wholesale,Miscellaneous retail
14/03/2020,DCC EASTERN PHN B-CP0769115GBP,AMZNMktplace,21.61,0,General Retail and Wholesale,Miscellaneous retail
14/03/2020,DCC EASTERN PHN B-CP0769115GBP,AMZNMKTPLACE AMAZON.CO.UK,32.56,0,General Retail and Wholesale,Miscellaneous retail
14/03/2020,DCC EASTERN PHN B-CP0769115GBP,AMZNMKTPLACE AMAZON.CO.UK,54.14,0,General Retail and Wholesale,Miscellaneous retail
09/03/2020,DCC EDLD DAY OPPS - C 0529374,B & Q 1049,311,0,General Retail and Wholesale,Home supply warehouse stores
09/03/2020,DCC EDLD DAY OPPS - C 0529374,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
09/03/2020,DCC EDLD DAY OPPS - C 0529374,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
09/03/2020,DCC EDLD DAY OPPS - C 0529374,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
09/03/2020,DCC EDLD DAY OPPS - C 0529374,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
09/03/2020,DCC EDLD DAY OPPS - C 0529374,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
09/03/2020,DCC EDLD DAY OPPS - C 0529374,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
09/03/2020,DCC EDLD DAY OPPS - C 0529374,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
05/02/2020,DCC EXETER CHILD-CP0670651GBP,GEN REGISTER OFFICE,-29.5,0,Statutory Bodies,Government services
14/02/2020,DCC EXETER CHILD-CP0670651GBP,GEN REGISTER OFFICE,-29.5,0,Statutory Bodies,Government services
28/02/2020,DCC EXETER CHILD-CP0670651GBP,ASDA SUPERSTORE 4679,33.97,0,General Retail and Wholesale,Grocery stores
28/02/2020,DCC EXETER CHILD-CP0670651GBP,AMZNMktplace,25.6,0,General Retail and Wholesale,Miscellaneous retail
28/02/2020,DCC EXETER CHILD-CP0670651GBP,ARGOS LTD,224.99,0,General Retail and Wholesale,Discount stores
02/03/2020,DCC EXETER CHILD-CP0670651GBP,EB  MANAGING AGGRESSIO,50,0,Miscellaneous Industrial/Commercial Supplies,Misc business services
05/03/2020,DCC EXETER CHILD-CP0670651GBP,TRAINLINE,94,0,Travel - Air/Rail/Road,Passenger railways
12/03/2020,DCC EXETER CHILD-CP0670651GBP,PCS Airport Travel So,200,0,Travel - Air/Rail/Road,Taxicabs & limousines
15/03/2020,DCC EXETER CHILD-CP0670651GBP,TRAINLINE,-21.05,0,Travel - Air/Rail/Road,Passenger railways
20/03/2020,DCC EXETER CHILD-CP0670651GBP,PREMIER INN 44536540,187,0,Hotels and Accommodation,Premier Inn
20/02/2020,DCC EXETER CHILD-CP0714942GBP,IKEA LTD 548 EXETER EXPRE,4,0,General Retail and Wholesale,Furniture & home furnishing
24/02/2020,DCC EXETER CHILD-CP0714942GBP,BLOOMSBURY PUBLISH,58.95,0,Books and Periodicals,"Books, periodicals & newspapers"
24/02/2020,DCC EXETER CHILD-CP0714942GBP,WWW.REAPEARSON.COM,35,0,Computer Equipment & Services,Computer software stores
24/02/2020,DCC EXETER CHILD-CP0714942GBP,WWW.REAPEARSON.COM,35,0,Computer Equipment & Services,Computer software stores
24/02/2020,DCC EXETER CHILD-CP0714942GBP,WWW.REAPEARSON.COM,35,0,Computer Equipment & Services,Computer software stores
24/02/2020,DCC EXETER CHILD-CP0714942GBP,AMZNMktplace,129.07,0,General Retail and Wholesale,Miscellaneous retail
24/02/2020,DCC EXETER CHILD-CP0714942GBP,MAKRO SELF SERVICE EXETER,145.88,0,General Retail and Wholesale,Wholesale clubs
24/02/2020,DCC EXETER CHILD-CP0714942GBP,TESCO STORE 2487,111.6,0,General Retail and Wholesale,Grocery stores
24/02/2020,DCC EXETER CHILD-CP0714942GBP,TESCO STORE 2487,67.98,0,General Retail and Wholesale,Grocery stores
24/02/2020,DCC EXETER CHILD-CP0714942GBP,POST OFFICE COUNTER,131.64,0,Mail and Courier Services,Postal services
02/03/2020,DCC EXETER CHILD-CP0714942GBP,TESCO STORE 2487,90.31,0,General Retail and Wholesale,Grocery stores
02/03/2020,DCC EXETER CHILD-CP0714942GBP,WWW.TRESPASS.CO.UK,32.94,0,General Retail and Wholesale,Sports & riding apparel shops
02/03/2020,DCC EXETER CHILD-CP0714942GBP,EE LIMITED,45.96,0,Telecommunication Services,Phone services
04/03/2020,DCC EXETER CHILD-CP0714942GBP,TESCO STORE 2487,24,0,General Retail and Wholesale,Grocery stores
05/03/2020,DCC EXETER CHILD-CP0714942GBP,TESCO STORES 5930,86.78,0,General Retail and Wholesale,Grocery stores
06/03/2020,DCC EXETER CHILD-CP0714942GBP,POUNDLAND LTD,6,0,General Retail and Wholesale,Discount stores
09/03/2020,DCC EXETER CHILD-CP0714942GBP,WWW.REAPEARSON.COM,35,0,Computer Equipment & Services,Computer software stores
09/03/2020,DCC EXETER CHILD-CP0714942GBP,WWW.REAPEARSON.COM,35,0,Computer Equipment & Services,Computer software stores
09/03/2020,DCC EXETER CHILD-CP0714942GBP,WWW.REAPEARSON.COM,35,0,Computer Equipment & Services,Computer software stores
09/03/2020,DCC EXETER CHILD-CP0714942GBP,WWW.REAPEARSON.COM,35,0,Computer Equipment & Services,Computer software stores
09/03/2020,DCC EXETER CHILD-CP0714942GBP,WWW.REAPEARSON.COM,35,0,Computer Equipment & Services,Computer software stores
09/03/2020,DCC EXETER CHILD-CP0714942GBP,WWW.REAPEARSON.COM,35,0,Computer Equipment & Services,Computer software stores
09/03/2020,DCC EXETER CHILD-CP0714942GBP,TESCO STORE 2487,51.28,0,General Retail and Wholesale,Grocery stores
09/03/2020,DCC EXETER CHILD-CP0714942GBP,TESCO STORE 2487,112.6,0,General Retail and Wholesale,Grocery stores
10/03/2020,DCC EXETER CHILD-CP0714942GBP,ALUMASC EXTERIOR,89.36,0,Building Materials,Timber & building supplies
11/03/2020,DCC EXETER CHILD-CP0714942GBP,MAKRO SELF SERVICE EXETER,145.08,0,General Retail and Wholesale,Wholesale clubs
11/03/2020,DCC EXETER CHILD-CP0714942GBP,PHONE AND PAY,2.23,0,Travel - Air/Rail/Road,Car parking & garages
12/03/2020,DCC EXETER CHILD-CP0714942GBP,POST OFFICE COUNTER,193,0,Mail and Courier Services,Postal services
12/03/2020,DCC EXETER CHILD-CP0714942GBP,Amazon.co.uk IA9R279G5,25.32,0,Mail Order / Direct Selling,Direct sales companies
13/03/2020,DCC EXETER CHILD-CP0714942GBP,Amazon Prime Z14CS4845,7.99,0,Mail Order / Direct Selling,Continuous subscriptions
17/03/2020,DCC EXETER CHILD-CP0714942GBP,AMZNMktplace,59.9,0,General Retail and Wholesale,Miscellaneous retail
17/03/2020,DCC EXETER CHILD-CP0714942GBP,TESCO STORE 2487,66.01,0,General Retail and Wholesale,Grocery stores
18/03/2020,DCC EXETER CHILD-CP0714942GBP,PHONE AND PAY,2.23,0,Travel - Air/Rail/Road,Car parking & garages
26/02/2020,DCC EXMOOR LINK F-CP0686763GBP,AMZNMktplace,21.5,0,General Retail and Wholesale,Miscellaneous retail
26/02/2020,DCC EXMOOR LINK F-CP0686763GBP,AMZNMktplace,11.6,0,General Retail and Wholesale,Miscellaneous retail
27/02/2020,DCC EXMOOR LINK F-CP0686763GBP,Amazon.co.uk 0521N2KA5,16.18,0,Mail Order / Direct Selling,Direct sales companies
27/02/2020,DCC EXMOOR LINK F-CP0686763GBP,Amazon.co.uk SQ45X7CY5,16.18,0,Mail Order / Direct Selling,Direct sales companies
28/02/2020,DCC EXMOOR LINK F-CP0686763GBP,WWW.BUZZCATERINGSUPPLI,102,0,Miscellaneous Industrial/Commercial Supplies,Misc commercial machines equipment
03/03/2020,DCC EXMOOR LINK F-CP0686763GBP,LEARN2SOAR LIMITED,28.98,0,Training and Educational,Business/secretarial school
04/03/2020,DCC EXMOOR LINK F-CP0686763GBP,AMZNMKTPLACE AMAZON.CO.UK,16.98,0,General Retail and Wholesale,Miscellaneous retail
05/03/2020,DCC EXMOOR LINK F-CP0686763GBP,AMAZON.CO.UK DV8H49KU5 AM,14.98,0,General Retail and Wholesale,Miscellaneous retail
05/03/2020,DCC EXMOOR LINK F-CP0686763GBP,AMAZON.CO.UK XJ1S57XZ5 AM,5.94,0,General Retail and Wholesale,Miscellaneous retail
05/03/2020,DCC EXMOOR LINK F-CP0686763GBP,AMZNMKTPLACE AMAZON.CO.UK,25,0,General Retail and Wholesale,Miscellaneous retail
05/03/2020,DCC EXMOOR LINK F-CP0686763GBP,CARTRIDGEPEOPLE.COM,29.9,0,"Office Stationery, Equipment and Supplies",Stationery & office supplies
12/03/2020,DCC EXMOOR LINK F-CP0686763GBP,CHEMIPHASE LIMITED,131.95,0,Miscellaneous Industrial/Commercial Supplies,Chemical products
24/02/2020,DCC FENTON-CP0693959GBP,BOILERJUICE LTD,877.72,0,Utilities and Non Automotive Fuel,Fuel dealers
03/03/2020,DCC FENTON-CP0693959GBP,WWW.ASPLI.COM,73.1,0,Building Materials,Timber & building supplies
24/02/2020,DCC FREMINGTON-CP0715042GBP,AMAZON.CO.UK GE8613CL5 AM,17.1,0,General Retail and Wholesale,Miscellaneous retail
24/02/2020,DCC FREMINGTON-CP0715042GBP,AMAZON.CO.UK TF3CJ7KD5 AM,10.92,0,General Retail and Wholesale,Miscellaneous retail
04/03/2020,DCC FREMINGTON-CP0715042GBP,TRINITY MIRROR PUBLISH,39.32,0,Mail Order / Direct Selling,Continuous subscriptions
06/03/2020,DCC FREMINGTON-CP0715042GBP,HOME BARGAINS,46.74,0,General Retail and Wholesale,Hardware stores
06/03/2020,DCC FREMINGTON-CP0715042GBP,SAINSBURYS S/MKTS,6.5,0,General Retail and Wholesale,Grocery stores
10/03/2020,DCC FREMINGTON-CP0715042GBP,FREMINGTON STORES,7.23,0,Catering and Catering Supplies,Sweets & confectionary
13/03/2020,DCC FREMINGTON-CP0715042GBP,BOOTS 5153,4,0,Medical Supplies and Services,Chemists & pharmacies
13/03/2020,DCC FREMINGTON-CP0715042GBP,WWW.CROSSBOWEDUCATION.COM,4.73,0,"Office Stationery, Equipment and Supplies",Stationery & office supplies stores
16/03/2020,DCC FREMINGTON-CP0715042GBP,BOOTS 5153,11.49,0,Medical Supplies and Services,Chemists & pharmacies
